theta,mean_relative_force,stddev_relative_force,median_relative_force,lower_25_relative_force,upper_75_relative_forcemean_time_mus,stddev_time_ns,median_time_ns,lower_25_time_ns,upper_75_time_ns
1.719,0.870984,1.03836,0.87703,0.510765,1.03614,1763.22,1360.21,1938,1477,2165
1.722,0.866759,1.03876,0.870856,0.504641,1.03298,1739.31,1065.46,1929,1419,2166
1.725,0.867854,1.04692,0.87072,0.49991,1.03298,1758.2,1563.69,1922,1379,2161
1.728,0.866382,1.0479,0.869343,0.495652,1.0324,1776.7,1974.52,1921,1368,2161
1.731,0.864007,1.04783,0.865769,0.49106,1.03119,1684.68,744.988,1914,1346,2154
1.734,0.860496,1.04936,0.85803,0.484018,1.03025,1677,747.164,1912,1299,2154
1.737,0.859169,1.04975,0.857022,0.482233,1.03045,1721.69,1246.17,1903,1297,2151
1.74,0.857719,1.04996,0.856763,0.478216,1.03025,1689.74,1002.45,1907,1294,2146
1.743,0.858867,1.05381,0.856723,0.477457,1.03025,1757.64,2292.49,1902,1264,2145
1.746,0.856444,1.05418,0.853629,0.473582,1.0298,1689.34,1433.59,1896,1268,2144
1.749,0.849718,1.05379,0.8429,0.465289,1.0259,1655.45,940.666,1889,1208,2132
1.752,0.846636,1.05423,0.840044,0.46193,1.02441,1647.94,862.876,1878,1208,2135
1.755,0.844323,1.05557,0.839279,0.457973,1.02388,1736.5,2268.09,1874,1168,2127
1.758,0.824219,0.6659,0.832339,0.456205,1.02362,1652.2,1081.92,1869,1168,2119
1.761,0.82237,0.668043,0.829648,0.448008,1.02362,1641.38,1076.68,1865,1147,2113
1.764,0.820931,0.668772,0.827317,0.44528,1.02385,1623.85,951.605,1863,1137,2107
1.767,0.820259,0.673984,0.823174,0.440663,1.02362,1639.09,1175.96,1856,1059,2103
1.77,0.817948,0.6745,0.815296,0.439639,1.0228,1605.12,949.828,1857,1027,2096
1.773,0.814786,0.674958,0.81203,0.42812,1.02152,1640.33,1545.73,1849,1001,2095
1.776,0.818677,0.683247,0.809378,0.42812,1.02362,1715.08,2400.48,1847,999,2091
1.779,0.817287,0.684247,0.809241,0.425795,1.02362,1598.04,1293.07,1839,981,2084
1.782,0.819127,0.690882,0.804823,0.423667,1.02362,1574.92,992.734,1837,975,2080
1.785,0.81607,0.691952,0.804054,0.413104,1.0228,1566.68,904.393,1826,961,2076
1.788,0.813098,0.693207,0.800538,0.411189,1.02138,1542.08,769.579,1828,959,2074
1.791,0.810183,0.693484,0.789861,0.405378,1.02123,1541.46,829.379,1818,940,2066
1.794,0.806569,0.694237,0.785443,0.39368,1.02104,1523.78,786.271,1815,919,2066
1.797,0.807384,0.698167,0.780245,0.393827,1.02123,1505.16,760.518,1803,905,2057
1.8,0.808946,0.705403,0.775821,0.39368,1.01957,1552.36,1570.64,1799,889,2054
1.803,0.809296,0.710302,0.774043,0.392108,1.01666,1535.17,1525.34,1797,890,2058
1.806,0.805681,0.710746,0.770396,0.391171,1.01666,1511.12,1172.69,1786,889,2044
1.809,0.803707,0.710444,0.768162,0.386788,1.01646,1478.33,762.307,1779,889,2049
1.812,0.801931,0.711597,0.76597,0.377421,1.01615,1477.33,806.984,1773,879,2038
1.815,0.800853,0.712291,0.764713,0.376999,1.0149,1470.2,810.578,1770,858,2039
1.818,0.79916,0.713156,0.761739,0.374098,1.01483,1452.62,762.383,1766,723,2035
1.821,0.798845,0.71432,0.759455,0.374098,1.0149,1446.52,762.032,1759,714,2032
1.824,0.796248,0.715173,0.757761,0.367408,1.01483,1490.56,1454.02,1758,701,2029
1.827,0.79512,0.715466,0.756679,0.363645,1.01349,1440.18,804.883,1749,699,2025
1.83,0.793285,0.715625,0.756679,0.360411,1.01264,1436.7,827.184,1746,698,2024
1.833,0.791079,0.715658,0.742535,0.359725,1.01264,1460.95,1594.36,1738,695,2024
1.836,0.791814,0.719347,0.741013,0.359725,1.01349,1425.48,797.483,1741,696,2021
1.839,0.792559,0.724836,0.739227,0.359725,1.01349,1495.72,1895.24,1745,685,2018
1.842,0.788763,0.71895,0.73874,0.358746,1.01264,1456.12,1432.5,1717,680,2011
1.845,0.788055,0.719642,0.73874,0.357264,1.01264,1400.59,766.261,1717,679,2006
1.848,0.786095,0.719255,0.733009,0.357072,1.01077,1457.33,1608.69,1700,677,2005
1.851,0.786048,0.719559,0.733009,0.357072,1.01264,1389,762.588,1707,676,1998
1.854,0.783929,0.720293,0.728,0.348964,1.01077,1398.48,922.021,1691,647,1994
1.857,0.782153,0.721787,0.724317,0.346452,1.00871,1396.05,1001.67,1688,645,1982
1.86,0.778437,0.715744,0.721581,0.346452,1.00542,1371.46,761.195,1686,642,1986
1.863,0.778877,0.716355,0.723026,0.341301,1.00871,1401.28,1363.87,1681,641,1978
1.866,0.776291,0.717192,0.72068,0.339732,1.00542,1366.3,780.985,1678,629,1981
1.869,0.776113,0.720699,0.717692,0.335427,1.00542,1369.09,952.767,1668,625,1972
1.872,0.775929,0.702816,0.718143,0.330821,1.00871,1341.78,765.161,1647,613,1968
1.875,0.773462,0.703592,0.717692,0.328073,1.00542,1346.38,807.255,1649,599,1971
1.878,0.771975,0.703738,0.715301,0.324989,1.00542,1328.47,770.717,1626,601,1964
1.881,0.772306,0.7055,0.713876,0.324098,1.00542,1325.32,769.14,1629,596,1964
1.884,0.769157,0.705484,0.707695,0.316549,1.00453,1316.61,766.899,1622,583,1958
1.887,0.767903,0.706288,0.705708,0.314219,1.00542,1320.32,799.078,1618,411,1958
1.89,0.768834,0.718535,0.699974,0.31064,1.00304,1333.93,1111.85,1604,401,1952
1.893,0.770836,0.740321,0.698196,0.30862,1.00304,1297.83,773.025,1598,400,1954
1.896,0.769153,0.740704,0.696558,0.30862,1.00157,1294.16,800.304,1583,399,1945
1.899,0.767402,0.741802,0.69157,0.308168,1.00087,1314.45,1308.47,1578,400,1948
1.902,0.765752,0.745443,0.689314,0.306101,1.00081,1281.17,793.758,1537,399,1941
1.905,0.765826,0.747929,0.683293,0.305595,1.00081,1300.25,1096.67,1461,399,1939
1.908,0.763449,0.748436,0.679949,0.305233,1.00081,1258.61,767.999,1447,398,1940
1.911,0.760557,0.750227,0.665628,0.301557,1.00049,1279,1137.02,1387,397,1938
1.914,0.761324,0.755145,0.661249,0.301589,1.00039,1239.77,778.779,1369,397,1922
1.917,0.755844,0.753837,0.65615,0.297644,0.99871,1227.05,767.775,1318,397,1925
1.92,0.756278,0.757233,0.654323,0.297644,0.998818,1228.08,806.547,1306,397,1918
1.923,0.753893,0.757789,0.654151,0.294647,0.995025,1227.3,809.054,1301,397,1920
1.926,0.752538,0.758461,0.648695,0.289461,0.994911,1246.39,1401.47,1281,397,1914
1.929,0.749081,0.755169,0.646078,0.288963,0.993605,1270.41,1486.05,1278,396,1916
1.932,0.761764,0.829941,0.644057,0.288963,0.993605,1237.87,1447.17,1268,396,1907
1.935,0.761498,0.829626,0.638994,0.286525,0.993605,1217.44,985.979,1264,396,1907
1.938,0.760384,0.832258,0.629208,0.283551,0.993576,1184.01,765.145,1216,395,1901
1.941,0.761125,0.83874,0.629208,0.283544,0.991718,1178.26,762.971,1210,395,1896
1.944,0.756408,0.838245,0.621636,0.281076,0.986238,1185.2,883.978,1197,395,1889
1.947,0.755654,0.838616,0.619955,0.27984,0.988399,1183.85,971.826,1169,395,1886
1.95,0.750721,0.83782,0.60365,0.270109,0.981358,1152.26,760.947,1164,395,1879
1.953,0.752594,0.847749,0.601083,0.269075,0.981025,1209.67,1582.6,1142,393,1876
1.956,0.753396,0.85807,0.598665,0.264762,0.980723,1144.91,843.718,1126,380,1873
1.959,0.745348,0.839189,0.593307,0.26374,0.980348,1173.78,1554.55,1059,370,1868
1.962,0.744559,0.839932,0.589302,0.26374,0.979792,1134.6,1017.59,1018,368,1859
1.965,0.740431,0.839177,0.588311,0.261382,0.978772,1176.79,1894.58,999,367,1841
1.968,0.738944,0.837725,0.587585,0.259659,0.978772,1098.41,763.204,994,368,1834
1.971,0.737981,0.838002,0.587585,0.259342,0.978772,1094.75,759.949,993,367,1837
1.974,0.735703,0.838526,0.583178,0.257395,0.977942,1087.68,759.919,982,367,1836
1.977,0.734757,0.838769,0.582224,0.25224,0.977942,1122.62,1436.01,980,367,1828
1.98,0.733634,0.838008,0.580852,0.254432,0.977341,1094.07,1018.83,979,366,1823
1.983,0.727749,0.829187,0.576497,0.254432,0.976188,1092.36,1077.8,977,366,1822
1.986,0.726755,0.829408,0.571569,0.25224,0.976188,1066.22,754.169,978,366,1820
1.989,0.725496,0.829598,0.569571,0.25143,0.976188,1061.55,755.402,976,366,1822
1.992,0.723428,0.829636,0.562648,0.249605,0.973355,1053.02,753.072,973,365,1814
1.995,0.721241,0.830121,0.562165,0.245227,0.971954,1065.39,1029.14,941,365,1802
1.998,0.718437,0.829103,0.560106,0.245227,0.970055,1036.48,749.605,939,365,1802
2.001,0.715425,0.828183,0.55849,0.242764,0.96886,1031.33,749.479,918,365,1796
2.004,0.713449,0.828248,0.557527,0.242365,0.967423,1030.28,774.416,908,365,1791
2.007,0.709611,0.825756,0.557527,0.242162,0.961079,1014.33,746.633,904,364,1785
2.01,0.708619,0.824454,0.557527,0.242162,0.961079,1052.74,1429.53,903,352,1791
2.013,0.706191,0.824963,0.551192,0.240639,0.957825,1047.24,1507.61,894,352,1776
2.016,0.706376,0.826064,0.548564,0.240369,0.957825,1000.02,751.684,886,350,1776
2.019,0.705567,0.827954,0.544422,0.240369,0.957825,1008.65,863.623,886,350,1774
2.022,0.702709,0.82725,0.543632,0.237826,0.954886,994.846,781.217,877,349,1774
2.025,0.698625,0.824793,0.540976,0.237826,0.952243,980.959,742.918,876,349,1756
2.028,0.698837,0.824842,0.540976,0.233303,0.952243,978.858,743.577,862,349,1757
2.031,0.697445,0.827049,0.537622,0.233303,0.942058,981.494,807.106,860,349,1755
2.034,0.696952,0.827683,0.536489,0.232636,0.94083,1017.48,1414.35,859,348,1747
2.037,0.699099,0.842182,0.530389,0.232167,0.942058,995.193,1262.21,845,349,1750
2.04,0.70443,0.8556,0.530389,0.232167,0.942058,978.741,945.47,846,348,1737
2.043,0.703471,0.856379,0.528787,0.231512,0.938941,973.975,951.78,840,348,1741
2.046,0.703458,0.856148,0.528787,0.231512,0.939777,1019.34,1748.96,735,347,1735
2.049,0.695418,0.830914,0.528787,0.231172,0.938941,989.902,1346.43,718,347,1722
2.052,0.693809,0.830778,0.527514,0.231172,0.936812,941.653,735.142,700,347,1712
2.055,0.692187,0.831118,0.522532,0.2289,0.933893,969.414,1076.7,700,347,1719
2.058,0.690315,0.831356,0.520143,0.224241,0.931873,1014.42,1702.25,699,346,1705
2.061,0.689654,0.8309,0.518377,0.224223,0.93078,967.835,1450.86,698,137,1691
2.064,0.686196,0.831153,0.511787,0.223851,0.9278,917.648,729.802,698,132,1655
2.067,0.689494,0.849725,0.511683,0.223851,0.924718,955.601,1570.64,696,115,1647
2.07,0.688517,0.850893,0.505369,0.223443,0.923235,920.438,898.798,695,117,1632
2.073,0.692276,0.857103,0.505369,0.223443,0.923235,963.004,1502.8,684,116,1619
2.076,0.692876,0.86031,0.502581,0.223443,0.922571,892.941,724.889,681,115,1613
2.079,0.692723,0.864529,0.500147,0.223443,0.9167,897.554,823.352,681,115,1600
2.082,0.693169,0.864373,0.502375,0.223851,0.9167,896.177,867.693,680,114,1593
2.085,0.693053,0.86446,0.502375,0.223851,0.9167,883.342,729.41,679,114,1592
2.088,0.693958,0.866844,0.502375,0.223851,0.9167,894.506,910.972,680,114,1595
2.091,0.693422,0.867574,0.497712,0.223443,0.916096,919.696,1657.06,677,114,1559
2.094,0.688102,0.85795,0.494878,0.222326,0.915981,892.088,1179.87,675,114,1548
2.097,0.687191,0.858241,0.49442,0.222214,0.915981,854.055,714.706,647,114,1518
2.1,0.687328,0.857929,0.494685,0.222326,0.915981,886.06,1363.39,646,114,1495
2.103,0.68794,0.858031,0.494878,0.222326,0.913854,853.344,781.629,645,114,1446
2.106,0.678981,0.814299,0.49442,0.223115,0.904104,838.646,707.778,645,114,1425
2.109,0.677414,0.813565,0.49442,0.222326,0.899135,881.491,1373.93,643,114,1421
2.112,0.684151,0.85637,0.493464,0.222326,0.904104,874.382,1497.22,642,114,1419
2.115,0.682798,0.856679,0.492503,0.222214,0.899135,854.713,983.389,630,114,1418
2.118,0.679247,0.858582,0.489505,0.22034,0.892186,825.569,732.464,628,114,1373
2.121,0.678137,0.856888,0.489505,0.22034,0.891442,871.546,1462.37,627,114,1400
2.124,0.682342,0.872232,0.489053,0.22034,0.891407,821.337,744.189,627,114,1318
2.127,0.680618,0.873121,0.482183,0.220336,0.885466,865.537,1628.19,626,114,1300
2.13,0.677379,0.868638,0.482142,0.220336,0.878079,798.461,691.043,625,114,1291
2.133,0.676258,0.868542,0.481788,0.21885,0.876916,863.273,1797.12,626,114,1278
2.136,0.676741,0.869206,0.481788,0.21885,0.873942,792.355,691.431,615,114,1284
2.139,0.675672,0.869108,0.481221,0.215776,0.873895,785.065,686.236,614,113,1261
2.142,0.677191,0.876217,0.480957,0.215329,0.873764,782.04,684.434,613,114,1262
2.145,0.67709,0.876432,0.478052,0.215329,0.871385,785.557,723.086,613,114,1258
2.148,0.676404,0.876409,0.477105,0.215329,0.870029,781.328,716.899,611,114,1243
2.151,0.679385,0.886893,0.476607,0.214945,0.870029,774.397,691.431,612,114,1235
2.154,0.679493,0.886898,0.477105,0.214945,0.870029,765.818,679.205,609,113,1205
2.157,0.679209,0.886795,0.477105,0.214945,0.865707,769.755,733.492,599,113,1196
2.16,0.680397,0.887186,0.477105,0.214945,0.865707,757.366,674.565,598,114,1190
2.163,0.680338,0.887007,0.477543,0.214945,0.865707,756.131,689.168,596,114,1175
2.166,0.678892,0.88653,0.477543,0.215329,0.861626,746.733,668.614,596,113,1156
2.169,0.705312,1.19771,0.478052,0.215329,0.862452,786.787,1535.51,595,113,1156
2.172,0.704461,1.19855,0.477543,0.214945,0.856763,739.127,666.149,594,113,1139
2.175,0.705773,1.20042,0.477105,0.215329,0.856763,735.089,666.044,514,113,1137
2.178,0.704888,1.20026,0.476607,0.215329,0.856723,765.313,1335.01,430,113,1116
2.181,0.697761,1.18687,0.471759,0.214102,0.845706,721.249,659.169,412,113,1105
2.184,0.696039,1.1863,0.471442,0.213879,0.845148,720.083,659.274,416,113,1107
2.187,0.68958,1.16815,0.468491,0.211905,0.840458,713.588,653.255,399,113,1044
2.19,0.690533,1.16888,0.468491,0.211905,0.840458,711.82,651.71,400,113,1021
2.193,0.691112,1.17085,0.467544,0.211065,0.839279,708.835,650.835,399,113,1015
2.196,0.686439,1.16639,0.461854,0.210479,0.838613,702.335,647.628,398,113,1000
2.199,0.684909,1.16649,0.457268,0.209588,0.834342,722.312,889.129,398,113,1007
2.202,0.684643,1.16651,0.457268,0.209541,0.834342,702.319,666.954,398,113,999
2.205,0.685608,1.16807,0.457268,0.209541,0.834342,698.878,659.283,398,113,999
2.208,0.685348,1.16797,0.457268,0.209588,0.832378,727.761,1272.37,398,113,999
2.211,0.687497,1.17124,0.457268,0.209588,0.827317,692.758,653.13,398,113,1005
2.214,0.687413,1.17332,0.448723,0.209541,0.825579,689.425,650.409,398,113,997
2.217,0.684968,1.17228,0.443594,0.209541,0.82345,717.005,1276.86,398,113,999
2.22,0.686055,1.17319,0.440123,0.209588,0.82345,732.582,1360.15,397,113,982
2.223,0.686398,1.17472,0.439787,0.209588,0.82254,705.362,1225.15,397,113,983
2.226,0.686091,1.17479,0.439787,0.209588,0.819797,674.56,635.489,397,113,980
2.229,0.683746,1.1746,0.438305,0.210479,0.816941,706.982,1398.57,397,113,981
2.232,0.687619,1.1819,0.436861,0.209588,0.816941,701.125,1058.71,397,113,981
2.235,0.683178,1.17773,0.43261,0.209541,0.807023,656.582,614.522,397,113,980
2.238,0.682118,1.17778,0.431542,0.209541,0.804054,653.632,611.289,397,113,979
2.241,0.682111,1.18001,0.431536,0.208119,0.802124,649.662,616.008,397,113,977
2.244,0.682322,1.18,0.431536,0.208119,0.802259,646.672,611.683,397,113,978
2.247,0.683922,1.18068,0.431542,0.208119,0.804054,682.283,1315.55,396,113,974
2.25,0.683581,1.18158,0.431429,0.207512,0.804054,674.984,1032.87,396,113,963
2.253,0.679969,1.17217,0.430267,0.207512,0.807023,634.352,602.07,396,113,962
2.256,0.679629,1.17259,0.42978,0.205762,0.804054,672.065,1329.02,396,113,962
2.259,0.678468,1.17267,0.429599,0.205243,0.802124,703.725,1847.83,396,113,939
2.262,0.674928,1.16675,0.427954,0.205243,0.801415,621.826,592.158,396,113,923
2.265,0.674168,1.16681,0.426034,0.205199,0.798756,618.521,587.607,396,113,924
2.268,0.665454,1.13438,0.427954,0.205199,0.795144,613.002,584.662,396,113,921
2.271,0.665138,1.13427,0.427954,0.205199,0.795144,606.49,580.112,396,113,915
2.274,0.667616,1.13464,0.429599,0.205243,0.801415,604.778,579.284,395,113,914
2.277,0.667989,1.13481,0.429599,0.205243,0.801415,640.732,1332.27,395,113,906
2.28,0.673798,1.14751,0.427954,0.205243,0.798756,618.568,795.132,395,113,905
2.283,0.676814,1.15081,0.427954,0.205243,0.797976,592.553,567.229,395,113,906
2.286,0.677074,1.15074,0.427954,0.205762,0.797976,591.722,568.187,395,113,905
2.289,0.674563,1.14734,0.427954,0.205762,0.797976,595.617,605.384,396,113,904
2.292,0.675278,1.14805,0.427954,0.205762,0.797976,634.584,1628.78,395,113,904
2.295,0.674836,1.14627,0.429599,0.207512,0.798756,632.759,1682.96,395,113,904
2.298,0.675974,1.14735,0.429599,0.208119,0.798756,579.308,559.877,394,113,902
2.301,0.674644,1.14677,0.426034,0.207512,0.798756,625.597,1346.18,395,113,905
2.304,0.685918,1.20214,0.425795,0.208346,0.797976,596.292,860.353,394,113,890
2.307,0.686073,1.20217,0.426034,0.208346,0.797976,581.917,784.602,393,113,890
2.31,0.686213,1.20226,0.426034,0.208346,0.797976,581.317,802.751,393,113,889
2.313,0.685027,1.19933,0.426034,0.208346,0.797976,571.589,617.62,393,113,887
2.316,0.688721,1.20273,0.426034,0.208346,0.801415,557.751,544.061,385,113,878
2.319,0.690482,1.20314,0.427954,0.208346,0.807023,554.064,540.674,368,113,876
2.322,0.694571,1.20699,0.42978,0.209541,0.816941,566.61,792.745,368,113,862
2.325,0.695498,1.20705,0.42978,0.210479,0.816941,547.51,537.621,368,113,862
2.328,0.695583,1.20701,0.42978,0.210479,0.816941,583.324,1306.8,368,113,862
2.331,0.695081,1.20713,0.427954,0.210479,0.816941,600.31,1630.32,367,113,860
2.334,0.694092,1.20724,0.427954,0.209541,0.813735,546.672,556.6,367,113,861
2.337,0.695014,1.20723,0.427954,0.210479,0.818866,538.957,532.507,367,113,859
2.34,0.695204,1.20716,0.426034,0.211065,0.818866,535.272,529.184,367,113,843
2.343,0.701402,1.22254,0.426034,0.211065,0.82345,535.89,538.631,366,113,842
2.346,0.701424,1.22253,0.426034,0.211065,0.82345,531.088,525.128,367,113,723
2.349,0.700326,1.2231,0.425288,0.209541,0.816941,528.205,521.989,367,113,704
2.352,0.695322,1.18658,0.425288,0.209541,0.816941,527.485,519.66,366,113,718
2.355,0.694287,1.18657,0.425243,0.209541,0.807023,530.058,547.156,367,113,715
2.358,0.69628,1.1869,0.425795,0.210479,0.813735,524.106,518.299,366,113,701
2.361,0.696375,1.18696,0.425243,0.210479,0.813735,601.092,2354.09,367,113,700
2.364,0.696433,1.18693,0.425243,0.210479,0.813735,556.343,1225.38,366,113,700
2.367,0.697122,1.18691,0.425795,0.210479,0.816941,519.841,514.408,366,113,700
2.37,0.699559,1.18951,0.425795,0.210479,0.818866,575.573,1735.57,366,113,701
2.373,0.699485,1.18924,0.425795,0.210479,0.818866,518.432,513.574,366,113,701
2.376,0.699192,1.18926,0.425243,0.210479,0.816941,515.076,510.838,365,112,698
2.379,0.699812,1.1891,0.425795,0.211065,0.816941,511.796,509.041,366,112,697
2.382,0.701777,1.19003,0.426034,0.211065,0.82254,513.185,519.376,366,112,698
2.385,0.704693,1.19405,0.427954,0.211065,0.82345,552.145,1544.37,366,113,698
2.388,0.707646,1.19879,0.427954,0.211065,0.824197,503.926,500.924,365,112,697
2.391,0.708386,1.199,0.427954,0.211065,0.825579,565.237,2080.36,365,113,696
2.394,0.708925,1.19907,0.427954,0.211065,0.828921,506.47,527.972,365,113,696
2.397,0.70966,1.19894,0.42978,0.211065,0.828921,497.943,498.879,365,113,695
2.4,0.716208,1.22552,0.430267,0.212255,0.835004,499.196,513.334,365,113,695
2.403,0.717044,1.22544,0.431429,0.212255,0.836288,493.444,496.386,364,112,695
2.406,0.717172,1.22541,0.431536,0.212255,0.836288,493.794,498.12,364,113,695
2.409,0.717266,1.22539,0.431536,0.212255,0.836288,492.754,496.897,365,112,694
2.412,0.718689,1.22489,0.433391,0.212255,0.839279,490.073,494.581,365,112,694
2.415,0.719021,1.22474,0.433391,0.213879,0.839279,508.895,814.223,364,113,693
2.418,0.694785,0.925326,0.433391,0.213879,0.839279,487.776,490.265,365,113,693
2.421,0.695226,0.925383,0.433391,0.214102,0.842299,485.232,488.613,363,113,682
2.424,0.695773,0.925619,0.433391,0.214102,0.842299,517.58,1149.55,362,113,683
2.427,0.695058,0.925665,0.431542,0.214102,0.839279,483.454,487.456,364,112,681
2.43,0.694203,0.925779,0.431536,0.213879,0.838613,481.091,484.261,363,112,680
2.433,0.696483,0.927843,0.431536,0.213879,0.839279,479.34,483.568,352,112,681
2.436,0.696129,0.927769,0.431429,0.214102,0.838613,477.162,481.4,352,113,679
2.439,0.696873,0.927648,0.431536,0.214102,0.838613,516.995,1392.73,351,113,681
2.442,0.697396,0.928438,0.431429,0.214102,0.838613,472.033,479.219,351,112,679
2.445,0.698083,0.929285,0.431429,0.214945,0.838613,470.594,477.769,351,112,678
2.448,0.698074,0.929166,0.431536,0.214945,0.836288,502.268,1187.31,350,112,679
2.451,0.701516,0.936691,0.431536,0.214945,0.836288,467.664,474.609,350,112,677
2.454,0.702627,0.93755,0.431536,0.214945,0.836288,596.323,3103.24,350,112,679
2.457,0.703319,0.937485,0.431542,0.214945,0.838613,465.847,478.046,350,112,677
2.46,0.704365,0.939399,0.431542,0.214945,0.838613,464.893,472.398,350,112,677
2.463,0.707592,0.942221,0.431542,0.214945,0.845148,463.888,474.091,349,112,676
2.466,0.711706,0.950603,0.431542,0.214945,0.845148,463.113,471.7,350,112,676
2.469,0.71282,0.951092,0.433391,0.214945,0.845148,510.704,1526.4,349,112,676
2.472,0.71344,0.950916,0.433391,0.215329,0.845148,483.028,931.254,349,112,657
2.475,0.714047,0.950943,0.434757,0.215329,0.845706,457.765,465.892,349,112,664
2.478,0.71328,0.948927,0.436039,0.215329,0.845706,451.838,457.333,349,112,647
2.481,0.716993,0.95129,0.436861,0.215776,0.859942,452.568,477.038,348,112,645
2.484,0.716993,0.95129,0.436861,0.215776,0.859942,448.435,456.438,349,112,645
2.487,0.7203,0.955849,0.436861,0.218017,0.862184,450.452,460.077,349,112,646
2.49,0.722985,0.958697,0.438305,0.218017,0.863568,445.287,453.906,348,112,645
2.493,0.724165,0.960232,0.438305,0.218017,0.862452,442.438,450.94,349,112,645
2.496,0.725363,0.960997,0.439451,0.21885,0.862452,460.113,788.992,348,112,644
2.499,0.729208,0.966449,0.439451,0.21885,0.863568,438.707,447.234,348,112,643
2.502,0.729283,0.966409,0.439451,0.22034,0.863568,439.285,448.412,348,112,642
2.505,0.729065,0.965587,0.439639,0.22034,0.863568,436.689,446.125,348,112,642
2.508,0.730576,0.965595,0.440123,0.22034,0.87168,434.45,444.413,348,112,640
2.511,0.730576,0.965595,0.440123,0.22034,0.87168,434.4,444.051,348,112,630
2.514,0.73166,0.966176,0.440123,0.22034,0.872005,435.749,446.426,348,112,643
2.517,0.732194,0.966089,0.440123,0.222214,0.872005,433.82,448.247,348,112,631
2.52,0.732946,0.966456,0.440123,0.222214,0.873764,474.615,1434.2,348,112,641
2.523,0.734736,0.96995,0.441663,0.22034,0.873764,425.8,435.779,348,112,628
2.526,0.735304,0.970767,0.441663,0.22034,0.873764,424.039,435.459,347,112,628
2.529,0.734583,0.970698,0.441663,0.22034,0.872005,421.142,431.28,347,112,628
2.532,0.737109,0.973858,0.443792,0.22034,0.873764,428.112,454.916,347,112,626
2.535,0.737098,0.974206,0.443792,0.22034,0.872005,415.811,426.725,347,112,626
2.538,0.73574,0.969626,0.443792,0.22034,0.872005,413.111,426.144,346,112,623
2.541,0.73574,0.969626,0.443792,0.22034,0.872005,451.458,1265.73,346,112,626
2.544,0.736685,0.9701,0.443792,0.22034,0.873764,412.051,424.6,346,112,626
2.547,0.737629,0.970339,0.446973,0.222326,0.873764,448.68,1263.39,347,112,624
2.55,0.737873,0.970478,0.446973,0.222326,0.873764,411.42,427.866,346,112,624
2.553,0.73806,0.970435,0.446973,0.222326,0.873764,408.955,422.796,346,112,624
2.556,0.73813,0.97016,0.447144,0.222326,0.873764,411.546,442.018,211,112,616
2.559,0.739669,0.971074,0.447144,0.222326,0.876916,428.615,781.698,187,112,625
2.562,0.742318,0.976152,0.447144,0.222326,0.877808,404.553,420.208,135,112,615
2.565,0.742867,0.976491,0.447144,0.222326,0.877808,403.086,419.171,134,106,614
2.568,0.7445,0.977086,0.449581,0.223443,0.878079,421.83,646.067,128,107,614
2.571,0.742234,0.974894,0.449581,0.223443,0.877808,434.289,1171.07,123,106,613
2.574,0.742243,0.974887,0.449581,0.223443,0.877808,401.765,421.757,117,106,613
2.577,0.742346,0.974818,0.449581,0.223443,0.877808,403.66,442.979,131,107,612
2.58,0.744931,0.977628,0.449581,0.223443,0.878079,403.437,442.27,123,106,612
2.583,0.74512,0.977544,0.457268,0.223443,0.878079,398.002,416.601,116,106,613
2.586,0.746568,0.979102,0.457268,0.223443,0.878079,429.135,860.697,115,106,612
2.589,0.747521,0.979076,0.457659,0.223443,0.879956,396.2,413.31,118,106,612
2.592,0.749685,0.980326,0.457805,0.223443,0.883435,445.455,1332.23,123,107,613
2.595,0.750403,0.98025,0.457805,0.223443,0.885602,403.324,465.209,124,106,612
2.598,0.751678,0.980693,0.459321,0.223443,0.891374,391.415,410.651,115,106,611
2.601,0.754539,0.982244,0.459321,0.223851,0.891442,402.073,566.639,115,106,611
2.604,0.753637,0.98218,0.459321,0.223443,0.891407,387.719,404.015,115,105,610
2.607,0.758541,1.00743,0.461854,0.223851,0.891407,383.495,401.734,115,106,597
2.61,0.764545,1.03508,0.461854,0.223896,0.891407,381.114,398.974,115,106,596
2.613,0.763896,1.0352,0.459321,0.223851,0.891374,378.564,392.696,115,106,595
2.616,0.764427,1.03501,0.461854,0.223896,0.891374,395.831,626.979,115,106,595
2.619,0.769662,1.06954,0.461854,0.223896,0.891407,375.153,388.231,115,105,595
2.622,0.769363,1.06952,0.461854,0.223896,0.891374,392.311,788.934,115,106,547
2.625,0.76948,1.06945,0.461854,0.22408,0.891374,370.76,383.252,115,106,433
2.628,0.770739,1.06951,0.462444,0.22408,0.891442,376.739,450.705,115,106,421
2.631,0.771291,1.06989,0.462444,0.22408,0.891442,370.289,387.473,115,106,420
2.634,0.771214,1.0699,0.462444,0.22408,0.891442,367.53,380.622,115,105,413
2.637,0.771304,1.06985,0.462444,0.22408,0.891442,366.428,380.3,115,106,416
2.64,0.771304,1.06985,0.462444,0.22408,0.891442,399.281,1096.23,115,105,407
2.643,0.771533,1.06983,0.462444,0.22408,0.891442,368.809,392.671,114,106,403
2.646,0.772588,1.06993,0.467544,0.22408,0.891442,365.379,379.573,115,106,406
2.649,0.772588,1.06993,0.467544,0.22408,0.891442,365.095,379.527,114,106,399
2.652,0.777079,1.08086,0.467544,0.22408,0.891442,362.592,374.66,114,105,399
